451.45807|ISTEP 14. 1 - mss_memdiag
454.36877|FAPI|gen_mss_mcbist.H: load MCBIST address map register 3: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.36882|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CB 0000000000000000
454.36885|FAPI|gen_mss_mcbist.H: pu.mcbist:k0:n0:s0:p00:c0 loading MCBIST Config 0xff00000000000081
454.36889|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123E0 FF00000000000081
454.36893|FAPI|gen_mss_mcbist.H: loading MCBIST Control 0x1000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.36897|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 1000000000000000
454.36900|FAPI|gen_mss_mcbist.H: Loading the data pattern seeds for pu.mcbist:k0:n0:s0:p00:c0!
454.38458|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38462|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BE 0000000000000000
454.38467|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BF 0000000000000000
454.38473|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38477|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C0 0000000000000000
454.38482|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C1 0000000000000000
454.38487|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38491|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C2 0000000000000000
454.38495|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C3 0000000000000000
454.38500|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38505|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C4 0000000000000000
454.38509|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C5 0000000000000000
454.38514|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C6 0000000000000000
454.38517|FAPI|gen_mss_mcbist.H: Loading the 24b Random data pattern seeds for pu.mcbist:k0:n0:s0:p00:c0!
454.38520|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 0 for pu.mcbist:k0:n0:s0:p00:c0
454.38523|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 1 for pu.mcbist:k0:n0:s0:p00:c0
454.38527|FAPI|gen_mss_mcbist.H: Loading 24b random seeds 0 and 1 0x0102030405060000 for pu.mcbist:k0:n0:s0:p00:c0
454.38531|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123B2 0102030405060000
454.38534|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 2 for pu.mcbist:k0:n0:s0:p00:c0
454.38538|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 0  for pu.mcbist:k0:n0:s0:p00:c0
454.38541|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 1  for pu.mcbist:k0:n0:s0:p00:c0
454.38543|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 2  for pu.mcbist:k0:n0:s0:p00:c0
454.38546|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 3  for pu.mcbist:k0:n0:s0:p00:c0
454.38549|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 4  for pu.mcbist:k0:n0:s0:p00:c0
454.38552|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 5  for pu.mcbist:k0:n0:s0:p00:c0
454.38555|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 6  for pu.mcbist:k0:n0:s0:p00:c0
454.38558|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 7  for pu.mcbist:k0:n0:s0:p00:c0
454.38561|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 8  for pu.mcbist:k0:n0:s0:p00:c0
454.38566|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123B3 0708090123456780
454.38570|FAPI|gen_mss_mcbist.H: Loading the maint data pattern into the RMW buffer for pu.mcbist:k0:n0:s0:p00:c0!
454.38577|FAPI|gen_mss_mcbist.H: Setting the array access control register for pu.mca:k0:n0:s0:p00:c1.
454.38581|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A29 7C30000000000000
454.38586|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38591|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38595|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38600|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38605|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38610|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38614|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38619|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38623|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38628|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38633|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38637|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38642|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38647|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38651|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38656|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38661|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38665|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38670|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38675|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38678|FAPI|gen_mss_mcbist.H: Setting the array access control register for pu.mca:k0:n0:s0:p00:c1.
454.38683|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A29 7E30000000000000
454.38687|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38692|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38696|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38701|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38706|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38710|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38715|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38720|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38724|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38729|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38733|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38738|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38743|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38748|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38752|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38757|FAPI|gen_mss_mcbist.H: Loading cache line pattern 0x0000000000000000 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38762|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38766|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38771|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2A 0000000000000000
454.38775|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 0000000007010A2B 0000000000000000
454.38779|FAPI|gen_mss_mcbist.H: Loading the data rotate config and seeds for pu.mcbist:k0:n0:s0:p00:c0!
454.38783|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BD 0000000000000000
454.38787|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BC 0000000000000000
454.38792|FAPI|gen_mss_mcbist.H: load MCBIST threshold register: 0xffffffff00000000 for pu.mcbist:k0:n0:s0:p00:c0
454.38796|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012357 FFFFFFFF00000000
454.38802|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123A8 040D000000000000
454.38955|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 1000000000000000
454.38959|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 9000000000000000
454.38964|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DC 8000000000000000
454.38966|MDIA_FAST|I>sm: init 0x100031740 on: 250000
454.38967|MDIA_FAST|I>Starting monitor...
454.38968|MDIA_FAST|I>cm: Start the CommandMonitor
455.23543|INTR|IntrRp::msgHandler() - LSI Interrupt Detected
455.23839|INTR|IntrRp::msgHandler() lsiIntStatus 0x0800000000000000
455.23990|INTR|IntrRp::msgHandler() External Interrupt found for pir: 0x0,interrupt type: 4
455.24731|ATTN_FAST|I>...intr task woke up
455.28408|ATTN_FAST|I>...prd task woke up, shutdown: 0, pending: 1
455.28409|INTR|IntrRp::completeInterruptProcessing() Removing pending interrupt for pir: 0x0,interrupt type: 4
455.28412|SCOM|doMulticastWorkaround on 00050000 for 50040018
455.28463|SCOM|doMulticastWorkaround on 00050000 for 50040009
455.28512|PRDF|>>PRDF::main() Global attnType=0005
455.29698|ERRL|E>Error created : PLID=90000009, RC=E580, Mod=0B, Userdata=0000000000000000 0000000000000000, Sev=RECOVERED
455.29999|PRDF|I>PRD Signature 00000000 00000000
455.30000|PRDF|I>PRD Signature 00050000 00000000
455.31200|SCOM|doMulticastWorkaround on 00050000 for 50040009
455.31483|SCOM|doMulticastWorkaround on 00050000 for 41010A89
455.31565|PRDF|I>PRD Signature 00050000 C4EB0000
455.31568|PRDF|I>PRD Signature 00050000 C4EB0007
455.32500|PRDF|I>PRD Signature 00050000 C4EB0007
455.32535|PRDF|I>PRD Signature 00250000 00000000
455.32698|PRDF|I>PRD Signature 00250000 F5CC0000
455.32703|PRDF|I>PRD Signature 00250000 F5CC0009
455.32705|PRDF|I>PRD Signature 00250000 F5CC0009
455.32953|PRDF|I>PRD Signature 00250000 59930000
455.32962|PRDF|I>PRD Signature 00250000 5993000A
455.32964|PRDF|I>PRD Signature 00250000 5993000A
455.33426|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 chip and attributes allow for BC mode
455.33436|FAPI|mcbist.C: MCA vector from pu.mcbist:k0:n0:s0:p00:c0 has the same number of DIMMs per port: 1 - is broadcast capable
455.33460|FAPI|mcbist.C: DIMM kinds vector starting with dimm:k0:n0:s0:p02 RDIMM (DDR4) has the kinds for all DIMM's - is broadcast capable
455.33462|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 is broadcast capable
455.33464|MDIA_FAST|I>sm: processMaintCommandEvent
455.33466|MDIA_FAST|I>sm: processing event for: 250000, target: 250000, type: 2
455.35671|IPMI|wd: resetWatchDogTimer
455.35672|IPMI|rp: queuing sync 18:22
455.35673|IPMI|rp: W>Got message (0x18:0x22): l_is_pnor: 0
455.35683|IPMI|dd: I>write ok 18:22 seq 2f len 0
455.37365|IPMI|dd: I>read b2h ok 1c:22 seq 2f len 0 cc 0
455.39436|PRDF|[MemTdCtlr::defaultStep] The TD command made it to the end of memory on chip: 0x00250000
455.39747|MDIA_FAST|I>sm: processMaintCommandEvent
455.39749|MDIA_FAST|I>sm: processing event for: 250000, target: 250000, type: 0
455.39754|MDIA_FAST|I>sm: dispatching work item 12 for: 0x00250000, priority: 2, unit: 0
455.39820|PRDF|<<PRDF::main()
455.39826|MDIA_FAST|I>sm: executing work item 12 for: 0x00250000
455.39829|FAPI|gen_mss_memdiags.H: superfast read - start for pu.mcbist:k0:n0:s0:p00:c0
455.39832|FAPI|gen_mss_mcbist_settings.H: setting up constraints with stop 0xffffffff340001c0
455.39835|FAPI|gen_mss_mcbist_settings.H: setting up constraints with start address 0x0000000000000000
455.39838|FAPI|gen_mss_mcbist_settings.H: setting up constraints with end boundary 6 and speed 0x0
455.39840|FAPI|gen_mss_memdiags.H: multi-port init for pu.mcbist:k0:n0:s0:p00:c0
455.39849|FAPI|memdiags.C: multi-port init internal for pu.mcbist:k0:n0:s0:p00:c0
455.39856|FAPI|memdiags.C: pu.mcbist:k0:n0:s0:p00:c0 start port/dimm: 0 end port/dimm: 7
455.39859|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 chip and attributes allow for BC mode
455.39868|FAPI|mcbist.C: MCA vector from pu.mcbist:k0:n0:s0:p00:c0 has the same number of DIMMs per port: 1 - is broadcast capable
455.39891|FAPI|mcbist.C: DIMM kinds vector starting with dimm:k0:n0:s0:p02 RDIMM (DDR4) has the kinds for all DIMM's - is broadcast capable
455.39893|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 is broadcast capable
455.39899|FAPI|memdiags.C: 1 DIMMs under pu.mca:k0:n0:s0:p00:c1
455.39903|FAPI|memdiags.C: Start port_dimm address 0, pu.mca:k0:n0:s0:p00:c1 first configured mca start address 2
455.39910|FAPI|memdiags.C: Updated 1 DIMMs on the MCBIST to 1 on the first configured MCA due to broadcast mode for pu.mcbist:k0:n0:s0:p00:c0
455.39915|FAPI|memdiags.C: last addr in start port 0x00000007ffffffff first addr in end port 0x0000003000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.39921|FAPI|gen_mss_mcbist.H: config MCBIST address range 0 start: 0x0000000000000000 (0x0000000000000000), end/len 0x00000007ffffffff (0x1ffffffffc000000)
455.39927|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CC 0000000000000000
455.39931|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CE 1FFFFFFFFC000000
455.39937|FAPI|gen_mss_mcbist.H: config MCBIST address range 1 start: 0x0000000000000000 (0x0000000000000000), end/len 0x0000003fffffffff (0xfffffffffc000000)
455.39941|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CD 0000000000000000
455.39946|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CF FFFFFFFFFC000000
455.39952|FAPI|gen_mss_mcbist.H: config MCBIST address range 2 start: 0x0000003000000000 (0xc000000000000000), end/len 0x0000003fffffffff (0xfffffffffc000000)
455.39956|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123D0 C000000000000000
455.40115|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123D2 FFFFFFFFFC000000
455.40118|FAPI|memdiags.C: Adding subtests for 1 DIMMs on pu.mcbist:k0:n0:s0:p00:c0
455.40121|FAPI|memdiags.C: pu.mcbist:k0:n0:s0:p00:c0 port/dimm 2, port/dimm start: 0
455.40123|FAPI|gen_mss_mcbist.H: changed address select to index 1 (0x1409)
455.40127|FAPI|memdiags.C: adding subtest for pu.mcbist:k0:n0:s0:p00:c0 (port: 1 dimm 0 dimm relative position to MCBIST: )
455.40129|FAPI|memdiags.C: Total subtests added: 1 for pu.mcbist:k0:n0:s0:p00:c0
455.40131|FAPI|gen_mss_memdiags.H: memdiags base init for pu.mcbist:k0:n0:s0:p00:c0
455.40135|FAPI|gen_mss_memdiags.H: Stopping any mcbist operations which are in progress for pu.mcbist:k0:n0:s0:p00:c0
455.40139|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 1000000000000000
455.40144|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 5000000000000000
455.40148|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DC 0000000000000000
455.40153|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123D7 00FFFF3FED000000
455.40157|FAPI|gen_mss_memdiags.H: MCBIST last address (during stop): 0x00ffff3fed000000 for pu.mcbist:k0:n0:s0:p00:c0
455.40158|FAPI|gen_mss_mcbist.H: change MCBIST pattern index 11
455.41196|FAPI|gen_mss_mcbist.H: load MCBIST end boundaries 0x0000000000000006 detect slave? yes
455.41199|FAPI|gen_mss_mcbist.H: mcbist select ports: iv_control 0x3c00000000000000 (ports: 0xf)
455.41202|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 chip and attributes allow for BC mode
455.41212|FAPI|mcbist.C: MCA vector from pu.mcbist:k0:n0:s0:p00:c0 has the same number of DIMMs per port: 1 - is broadcast capable
455.41235|FAPI|mcbist.C: DIMM kinds vector starting with dimm:k0:n0:s0:p02 RDIMM (DDR4) has the kinds for all DIMM's - is broadcast capable
455.41236|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 is broadcast capable
455.41239|FAPI|mcbist.C: pu.mcbist:k0:n0:s0:p00:c0 is broadcast capable, enabling broadcast mode
455.41245|FAPI|gen_mss_mcbist.H: mcbist select ports: iv_control 0x1000000000000000 (ports: 0x4)
455.41248|FAPI|gen_mss_mcbist.H: Clear MCBIST error state for pu.mcbist:k0:n0:s0:p00:c0
455.41252|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012366 0000000000000000
455.41256|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012355 0000000000000000
455.41261|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012356 0000000000000000
455.41265|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012300 0000000000000000
455.41273|SCAN|TRACE : GETSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 000000000701090D 77FFE00033F7FD00
455.41277|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 000000000701090D 77FFE00033F7FD00
455.41285|SCAN|TRACE : GETSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 000000000701090E FE000881F0010042
455.41289|SCAN|TRACE : PUTSCOM     :  pu.mca:k0:n0:s0:p00:c1 : 000000000701090E FE000881F0010042
455.41293|FAPI|gen_mss_mcbist.H: loading MCBIST Address Generation 0x0038000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41297|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123D6 0038000000000000
455.41301|FAPI|gen_mss_mcbist.H: load MCBIST parameter register: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41305|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123AF 0000000000000000
455.41309|FAPI|gen_mss_mcbist.H: load MCBIST address map register 0: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41314|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C8 0000000000000000
455.41318|FAPI|gen_mss_mcbist.H: load MCBIST address map register 1: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41322|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123C9 0000000000000000
455.41326|FAPI|gen_mss_mcbist.H: load MCBIST address map register 2: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41330|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CA 0000000000000000
455.41334|FAPI|gen_mss_mcbist.H: load MCBIST address map register 3: 0x0000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41339|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123CB 0000000000000000
455.41342|FAPI|gen_mss_mcbist.H: pu.mcbist:k0:n0:s0:p00:c0 loading MCBIST Config 0xff000000000000c1
455.41347|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123E0 FF000000000000C1
455.41350|FAPI|gen_mss_mcbist.H: loading MCBIST Control 0x1000000000000000 for pu.mcbist:k0:n0:s0:p00:c0
455.41354|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 1000000000000000
455.41357|FAPI|gen_mss_mcbist.H: Loading the data pattern seeds for pu.mcbist:k0:n0:s0:p00:c0!
455.41360|FAPI|gen_mss_mcbist.H: Loading the 24b Random data pattern seeds for pu.mcbist:k0:n0:s0:p00:c0!
455.41363|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 0 for pu.mcbist:k0:n0:s0:p00:c0
455.41366|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 1 for pu.mcbist:k0:n0:s0:p00:c0
455.41369|FAPI|gen_mss_mcbist.H: Loading 24b random seeds 0 and 1 0x0102030405060000 for pu.mcbist:k0:n0:s0:p00:c0
455.41373|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123B2 0102030405060000
455.41376|FAPI|gen_mss_mcbist.H: Loading 24b random seed index 2 for pu.mcbist:k0:n0:s0:p00:c0
455.41379|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 0  for pu.mcbist:k0:n0:s0:p00:c0
455.41382|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 1  for pu.mcbist:k0:n0:s0:p00:c0
455.41385|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 2  for pu.mcbist:k0:n0:s0:p00:c0
455.41387|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 3  for pu.mcbist:k0:n0:s0:p00:c0
455.41390|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 4  for pu.mcbist:k0:n0:s0:p00:c0
455.41393|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 5  for pu.mcbist:k0:n0:s0:p00:c0
455.41396|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 6  for pu.mcbist:k0:n0:s0:p00:c0
455.41399|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 7  for pu.mcbist:k0:n0:s0:p00:c0
455.41401|FAPI|gen_mss_mcbist.H: Loading 24b random seed map index 8  for pu.mcbist:k0:n0:s0:p00:c0
455.41406|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123B3 0708090123456780
455.41409|FAPI|gen_mss_mcbist.H: Loading the maint data pattern into the RMW buffer for pu.mcbist:k0:n0:s0:p00:c0!
455.41413|FAPI|gen_mss_mcbist.H: Loading the data rotate config and seeds for pu.mcbist:k0:n0:s0:p00:c0!
455.41417|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BD 0000000000000000
455.41421|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123BC 0000000000000000
455.41425|FAPI|gen_mss_mcbist.H: load MCBIST threshold register: 0xffffffff340001c0 for pu.mcbist:k0:n0:s0:p00:c0
455.41429|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 0000000007012357 FFFFFFFF340001C0
455.41435|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123A8 140D000000000000
455.41440|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 1000000000000000
455.41444|SCAN|TRACE : PUTSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DB 9000000000000000
455.41449|SCAN|TRACE : GETSCOM     :  pu.mcbist:k0:n0:s0:p00:c0 : 00000000070123DC 8000000000000000
455.42500|MDIA_FAST|I>sm: scrub 0x100031740 on: 250000
456.19332|INTR|IntrRp::msgHandler() - LSI Interrupt Detected
456.19333|INTR|IntrRp::msgHandler() lsiIntStatus 0x0800000000000000
456.19336|INTR|IntrRp::msgHandler() External Interrupt found for pir: 0x0,interrupt type: 4
456.19428|ATTN_FAST|I>...intr task woke up
456.19501|ATTN_FAST|I>...prd task woke up, shutdown: 0, pending: 1
456.19501|INTR|IntrRp::completeInterruptProcessing() Removing pending interrupt for pir: 0x0,interrupt type: 4
456.19504|SCOM|doMulticastWorkaround on 00050000 for 50040018
456.19555|SCOM|doMulticastWorkaround on 00050000 for 50040009
456.19604|PRDF|>>PRDF::main() Global attnType=0005
