460.94878|ISTEP 15. 1 - host_build_stop_image
463.14987|FAPI|p9_pstate_parameter_block.C: #V data = 0x0028  40    
463.14989|FAPI|p9_pstate_parameter_block.C: #V data = 0x0ED8  3800  
463.14990|FAPI|p9_pstate_parameter_block.C: #V data = 0x03B8  952   
463.14991|FAPI|p9_pstate_parameter_block.C: #V data = 0x02EE  750   
463.14993|FAPI|p9_pstate_parameter_block.C: #V data = 0x03BD  957   
463.14994|FAPI|p9_pstate_parameter_block.C: #V data = 0x0028  40    
463.14995|FAPI|p9_pstate_parameter_block.C: #V data = 0x074A  1866  
463.14997|FAPI|p9_pstate_parameter_block.C: #V data = 0x02BC  700   
463.14998|FAPI|p9_pstate_parameter_block.C: #V data = 0x019A  410   
463.15000|FAPI|p9_pstate_parameter_block.C: #V data = 0x0000  0     
463.15001|FAPI|p9_pstate_parameter_block.C: #V data = 0x0000  0     
463.15151|FAPI_I|target.H: ERROR: getChipletNumber: Can not read CHIPLET_ID attribute
463.16326|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (PowerSave ) f=1867 v=624 i=260 v=957 i=20
463.17131|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (Nominal   ) f=2700 v=728 i=410 v=957 i=30
463.17138|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (Turbo     ) f=3200 v=816 i=540 v=957 i=40
463.17145|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (UltraTurbo) f=3800 v=952 i=750 v=957 i=40
463.17151|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (PowerSave  <= Nominal   )
463.17156|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Nominal    <= Turbo     )
463.17161|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Turbo      <= UltraTurbo)
463.17162|FAPI|p9_pstate_parameter_block.C: Chip Number => 1
463.17170|FAPI|p9_pstate_parameter_block.C: #V chiplet = 1 bucket id = 2
463.17171|FAPI|p9_pstate_parameter_block.C: #V data = 0x0A8C  2700  
463.17173|FAPI|p9_pstate_parameter_block.C: #V data = 0x02D8  728   
463.17174|FAPI|p9_pstate_parameter_block.C: #V data = 0x019A  410   
463.17175|FAPI|p9_pstate_parameter_block.C: #V data = 0x03BD  957   
463.17176|FAPI|p9_pstate_parameter_block.C: #V data = 0x001E  30    
463.17178|FAPI|p9_pstate_parameter_block.C: #V data = 0x074B  1867  
463.17179|FAPI|p9_pstate_parameter_block.C: #V data = 0x0270  624   
463.17180|FAPI|p9_pstate_parameter_block.C: #V data = 0x0104  260   
463.17182|FAPI|p9_pstate_parameter_block.C: #V data = 0x03BD  957   
463.17183|FAPI|p9_pstate_parameter_block.C: #V data = 0x0014  20    
463.17184|FAPI|p9_pstate_parameter_block.C: #V data = 0x0C80  3200  
463.17185|FAPI|p9_pstate_parameter_block.C: #V data = 0x0330  816   
463.17187|FAPI|p9_pstate_parameter_block.C: #V data = 0x021C  540   
463.17188|FAPI|p9_pstate_parameter_block.C: #V data = 0x03BD  957   
463.17189|FAPI|p9_pstate_parameter_block.C: #V data = 0x0028  40    
463.17191|FAPI|p9_pstate_parameter_block.C: #V data = 0x0ED8  3800  
463.17192|FAPI|p9_pstate_parameter_block.C: #V data = 0x03B8  952   
463.17194|FAPI|p9_pstate_parameter_block.C: #V data = 0x02EE  750   
463.17195|FAPI|p9_pstate_parameter_block.C: #V data = 0x03BD  957   
463.17196|FAPI|p9_pstate_parameter_block.C: #V data = 0x0028  40    
463.17198|FAPI|p9_pstate_parameter_block.C: #V data = 0x074A  1866  
463.17199|FAPI|p9_pstate_parameter_block.C: #V data = 0x02BC  700   
463.17200|FAPI|p9_pstate_parameter_block.C: #V data = 0x019A  410   
463.17202|FAPI|p9_pstate_parameter_block.C: #V data = 0x0000  0     
463.17203|FAPI|p9_pstate_parameter_block.C: #V data = 0x0000  0     
463.17205|FAPI_I|target.H: ERROR: getChipletNumber: Can not read CHIPLET_ID attribute
463.17211|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (PowerSave ) f=1867 v=624 i=260 v=957 i=20
463.17217|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (Nominal   ) f=2700 v=728 i=410 v=957 i=30
463.17223|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (Turbo     ) f=3200 v=816 i=540 v=957 i=40
463.17230|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued non-biased data in each #V operating point (UltraTurbo) f=3800 v=952 i=750 v=957 i=40
463.17234|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (PowerSave  <= Nominal   )
463.17239|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Nominal    <= Turbo     )
463.17243|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Turbo      <= UltraTurbo)
463.18430|FAPI_I|p9_pstate_parameter_block.C: Apply Biasing to #V
463.18432|FAPI|p9_pstate_parameter_block.C: >>>>>>>>>>>>> apply_biased_values
463.18433|FAPI_I|p9_pstate_parameter_block.C: Apply Biasing to #V
463.20039|FAPI|p9_pstate_parameter_block.C: Validate Biasd Voltage and Frequency values
463.20041|FAPI_I|target.H: ERROR: getChipletNumber: Can not read CHIPLET_ID attribute
463.20048|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued biased data in each #V operating point (PowerSave ) f=1867 v=624 i=260 v=957 i=20
463.20055|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued biased data in each #V operating point (Nominal   ) f=2700 v=728 i=410 v=957 i=30
463.20062|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued biased data in each #V operating point (Turbo     ) f=3200 v=816 i=540 v=957 i=40
463.20069|FAPI|p9_pstate_parameter_block.C: Checking for Zero valued biased data in each #V operating point (UltraTurbo) f=3800 v=952 i=750 v=957 i=40
463.20074|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (PowerSave  <= Nominal   )
463.20706|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Nominal    <= Turbo     )
463.20710|FAPI|p9_pstate_parameter_block.C: Checking for relationship between #V operating point (Turbo      <= UltraTurbo)
463.20865|FAPI|p9_pstate_parameter_block.C: <<<<<<<<<<<< apply_biased_values
463.20902|FAPI|p9_pstate_parameter_block.C: Chiplet Number => 0
463.23183|FAPI|p9_pm_get_poundw_bucket.C: COPYING from ATTR_POUNDW_BUCKET_DATA
463.23185|FAPI|p9_pstate_parameter_block.C: #W chiplet = 0 bucket id = 2
463.23188|FAPI|p9_pstate_parameter_block.C: attribute ATTR_POUND_W_STATIC_DATA_ENABLE is NOT set
463.23192|FAPI|p9_pstate_parameter_block.C: PowerSave  ivdd_tdp_ac_current  1840 (10mA)   18.3 (A)
463.23196|FAPI|p9_pstate_parameter_block.C: PowerSave  ivdd_tdp_dc_current   469 (10mA) 4.690000000000000 (A)
463.23199|FAPI|p9_pstate_parameter_block.C: Nominal    ivdd_tdp_ac_current  3087 (10mA)  30.87 (A)
463.23202|FAPI|p9_pstate_parameter_block.C: Nominal    ivdd_tdp_dc_current   503 (10mA) 5.30000000000000 (A)
463.23205|FAPI|p9_pstate_parameter_block.C: Turbo      ivdd_tdp_ac_current  4187 (10mA)  41.86 (A)
463.23208|FAPI|p9_pstate_parameter_block.C: Turbo      ivdd_tdp_dc_current   532 (10mA)   5.32 (A)
463.23211|FAPI|p9_pstate_parameter_block.C: UltraTurbo ivdd_tdp_ac_current  6072 (10mA)  60.71 (A)
463.23215|FAPI|p9_pstate_parameter_block.C: UltraTurbo ivdd_tdp_dc_current   576 (10mA)   5.75 (A)
463.23253|FAPI|p9_pstate_parameter_block.C: Nominal    Op Point [0] vdm_vid_compare_per_quad[0]   16  => 576 mv
463.23257|FAPI|p9_pstate_parameter_block.C: PowerSave  Op Point [1] vdm_vid_compare_per_quad[0]   43  => 684 mv
463.23261|FAPI|p9_pstate_parameter_block.C: Turbo      Op Point [2] vdm_vid_compare_per_quad[0]   64  => 768 mv
463.23265|FAPI|p9_pstate_parameter_block.C: UltraTurbo Op Point [3] vdm_vid_compare_per_quad[0]   91  => 876 mv
463.23268|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 10 10, 0
463.23270|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 2b 2b, 0
463.23272|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 40 40, 0
463.23275|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 5b 5b, 0
463.23280|FAPI|p9_pstate_parameter_block.C: Nominal    Op Point [0] vdm_vid_compare_per_quad[1]   16  => 576 mv
463.23284|FAPI|p9_pstate_parameter_block.C: PowerSave  Op Point [1] vdm_vid_compare_per_quad[1]   43  => 684 mv
463.23288|FAPI|p9_pstate_parameter_block.C: Turbo      Op Point [2] vdm_vid_compare_per_quad[1]   64  => 768 mv
463.23291|FAPI|p9_pstate_parameter_block.C: UltraTurbo Op Point [3] vdm_vid_compare_per_quad[1]   91  => 876 mv
463.23294|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 10 10, 0
463.23296|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 2b 2b, 0
463.23298|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 40 40, 0
463.23301|FAPI|p9_pstate_parameter_block.C: vdm_vid_compare_per_quad[eqNum] 5b 5b, 0
463.23304|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0].vdm_overvolt_thresholds 0x0
463.23306|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0].vdm_small_thresholds    0x6
463.23309|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0].vdm_large_thresholds    0x5
463.23312|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0].vdm_extreme_thresholds  0x0
463.23315|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1].vdm_overvolt_thresholds 0x0
463.23317|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1].vdm_small_thresholds    0x3
463.23320|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1].vdm_large_thresholds    0x6
463.23323|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1].vdm_extreme_thresholds  0x0
463.23326|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2].vdm_overvolt_thresholds 0x0
463.23328|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2].vdm_small_thresholds    0x3
463.23331|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2].vdm_large_thresholds    0x6
463.23334|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2].vdm_extreme_thresholds  0x0
463.23337|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3].vdm_overvolt_thresholds 0x0
463.23339|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3].vdm_small_thresholds    0x3
463.23342|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3].vdm_large_thresholds    0x6
463.23345|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3].vdm_extreme_thresholds  0x0
463.23348|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0] VDM_FREQ_DROP   N_S = 2
463.23350|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0] VDM_FREQ_DROP   N_L = 4
463.23353|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0] VDM_FREQ_RETURN L_S = 2
463.23356|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[0] VDM_FREQ_RETURN S_N = 2
463.23358|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1] VDM_FREQ_DROP   N_S = 2
463.23361|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1] VDM_FREQ_DROP   N_L = 4
463.23364|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1] VDM_FREQ_RETURN L_S = 2
463.23366|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[1] VDM_FREQ_RETURN S_N = 2
463.23369|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2] VDM_FREQ_DROP   N_S = 2
463.23372|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2] VDM_FREQ_DROP   N_L = 4
463.23374|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2] VDM_FREQ_RETURN L_S = 2
463.23377|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[2] VDM_FREQ_RETURN S_N = 2
463.23380|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3] VDM_FREQ_DROP   N_S = 2
463.23382|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3] VDM_FREQ_DROP   N_L = 4
463.23385|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3] VDM_FREQ_RETURN L_S = 2
463.23388|FAPI|p9_pstate_parameter_block.C: iv_poundW_data.poundw[3] VDM_FREQ_RETURN S_N = 2
463.23390|FAPI|p9_pstate_parameter_block.C: Getting IQ (IDDQ) Data
463.23397|FAPI|p9_pstate_parameter_block.C: IDDQ
463.23398|FAPI|p9_pstate_parameter_block.C:   IDDQ Version Number = 1
463.23402|FAPI|p9_pstate_parameter_block.C:   Sort Info:         Good Quads = 02 Good Cores = 04 Good Caches = 04
463.26296|FAPI|p9_pstate_parameter_block.C:   Good normal cores: Quad 0 = 2  Quad 1 = 2  Quad 2 = 0  Quad 3 = 0  Quad 4 = 0  Quad 5 = 0 
463.26303|FAPI|p9_pstate_parameter_block.C:   Good caches:       Quad 0 = 2  Quad 1 = 2  Quad 2 = 0  Quad 3 = 0  Quad 4 = 0  Quad 5 = 0 
463.26305|FAPI|p9_pstate_parameter_block.C:   RDP TO TDP scalling factor = 8695
463.26307|FAPI|p9_pstate_parameter_block.C:   WOF IDDQ margin factor     = 0
463.26309|FAPI|p9_pstate_parameter_block.C:   VDD  Temperature scaling factor = 13000
463.26311|FAPI|p9_pstate_parameter_block.C:   VDN  Temperature scaling factor = 13000
463.26314|FAPI|p9_pstate_parameter_block.C:   IDDQ data is converted 5mA units to 1mA units
463.26317|FAPI|p9_pstate_parameter_block.C: %s   %sV    %sV    %sV    %sV    %sV    %sV  
463.26321|FAPI|p9_pstate_parameter_block.C: %s   4.474    4.735     5.54    5.315    5.705     6.16 
463.26326|FAPI|p9_pstate_parameter_block.C: %s   0.645     0.71     0.71    0.775     0.84     0.97 
463.26331|FAPI|p9_pstate_parameter_block.C: %s   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
463.26337|FAPI|p9_pstate_parameter_block.C: %sQuad 0:    3.44   3.2400000000000002    3.435     3.62     3.89    4.214 
463.26342|FAPI|p9_pstate_parameter_block.C: %sQuad 1:  3.2400000000000002    3.435     3.62     3.89     4.15    4.474 
463.26348|FAPI|p9_pstate_parameter_block.C: %sQuad 2:   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
463.26353|FAPI|p9_pstate_parameter_block.C: %sQuad 3:   1.815    1.945     2.75   2.1400000000000001    2.334    2.524 
463.26359|FAPI|p9_pstate_parameter_block.C: %sQuad 4:   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
463.26364|FAPI|p9_pstate_parameter_block.C: %sQuad 5:   1.815    1.945     2.75   2.1400000000000001    2.334    2.524 
463.26369|FAPI|p9_pstate_parameter_block.C: %s  4.684999999999999     4.67     4.67     4.67     4.67     4.67 
463.26373|FAPI|p9_pstate_parameter_block.C: %s   83.5     83.0     83.0     83.0     83.0     83.0  
463.26377|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
463.26381|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
463.26385|FAPI|p9_pstate_parameter_block.C: %sQuad 0:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26390|FAPI|p9_pstate_parameter_block.C: %sQuad 1:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26394|FAPI|p9_pstate_parameter_block.C: %sQuad 2:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26398|FAPI|p9_pstate_parameter_block.C: %sQuad 3:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26402|FAPI|p9_pstate_parameter_block.C: %sQuad 4:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26407|FAPI|p9_pstate_parameter_block.C: %sQuad 5:   83.0     83.0     83.0     83.0     83.0     83.0  
463.26411|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
463.26412|FAPI|p9_pstate_parameter_block.C: Load RAW VPD
463.26413|FAPI|p9_pstate_parameter_block.C: PSTATE ed8 74b 115
463.26415|FAPI|p9_pstate_parameter_block.C: PSTATE ed8 a8c 66
463.26416|FAPI|p9_pstate_parameter_block.C: PSTATE ed8 c80 36
463.26417|FAPI|p9_pstate_parameter_block.C: PSTATE ed8 ed8 0
463.26419|FAPI|p9_pstate_parameter_block.C: Load VPD
463.26420|FAPI|p9_pstate_parameter_block.C: <<<<<<<<< vpd_init
463.26421|FAPI|p9_pstate_parameter_block.C: Getting IVRM Parameters Data
463.32059|FAPI|p9_pstate_parameter_block.C:    NOTE: This level of code is forcing the iVRM to OFF
463.32215|FAPI|p9_pstate_parameter_block.C: >>>>>>>>>> safe_mode_init
463.32217|FAPI|p9_pstate_parameter_block.C: <<<<<<<<<< safe_mode_init
463.32218|FAPI|p9_pstate_parameter_block.C: >>>>>>>> vdm_init
463.32219|FAPI|p9_pstate_parameter_block.C: l_biased_pstate 115 
463.32221|FAPI|p9_pstate_parameter_block.C: l_biased_pstate 66 
463.32222|FAPI|p9_pstate_parameter_block.C: l_biased_pstate 36 
463.32223|FAPI|p9_pstate_parameter_block.C: l_biased_pstate 0 
463.32260|FAPI|p9_pstate_parameter_block.C: Bi:VID=10
463.32261|FAPI|p9_pstate_parameter_block.C: Bi:VID=2b
463.32262|FAPI|p9_pstate_parameter_block.C: Bi:VID=40
463.32263|FAPI|p9_pstate_parameter_block.C: Bi:VID=5b
463.32266|FAPI|p9_pstate_parameter_block.C: Bi:VID=10
463.32267|FAPI|p9_pstate_parameter_block.C: Bi:VID=2b
463.32269|FAPI|p9_pstate_parameter_block.C: Bi:VID=40
463.32270|FAPI|p9_pstate_parameter_block.C: Bi:VID=5b
463.32272|FAPI|p9_pstate_parameter_block.C: Bi: OV TSHLD =0
463.32273|FAPI|p9_pstate_parameter_block.C: Bi: SM TSHLD =4
463.32274|FAPI|p9_pstate_parameter_block.C: Bi: LG TSHLD =6
463.32276|FAPI|p9_pstate_parameter_block.C: Bi: EX TSHLD =0
463.32277|FAPI|p9_pstate_parameter_block.C: Bi: OV TSHLD =0
463.32278|FAPI|p9_pstate_parameter_block.C: Bi: SM TSHLD =2
463.32279|FAPI|p9_pstate_parameter_block.C: Bi: LG TSHLD =4
463.32281|FAPI|p9_pstate_parameter_block.C: Bi: EX TSHLD =0
463.32282|FAPI|p9_pstate_parameter_block.C: Bi: OV TSHLD =0
463.32283|FAPI|p9_pstate_parameter_block.C: Bi: SM TSHLD =2
463.32284|FAPI|p9_pstate_parameter_block.C: Bi: LG TSHLD =4
463.32286|FAPI|p9_pstate_parameter_block.C: Bi: EX TSHLD =0
463.32287|FAPI|p9_pstate_parameter_block.C: Bi: OV TSHLD =0
463.32288|FAPI|p9_pstate_parameter_block.C: Bi: SM TSHLD =2
463.32289|FAPI|p9_pstate_parameter_block.C: Bi: LG TSHLD =4
463.32291|FAPI|p9_pstate_parameter_block.C: Bi: EX TSHLD =0
463.32292|FAPI|p9_pstate_parameter_block.C: Bi: N_S =2
463.32293|FAPI|p9_pstate_parameter_block.C: Bi: N_L =4
463.32294|FAPI|p9_pstate_parameter_block.C: Bi: L_S =2
463.32296|FAPI|p9_pstate_parameter_block.C: Bi: S_L =2
463.32297|FAPI|p9_pstate_parameter_block.C: Bi: N_S =2
463.32298|FAPI|p9_pstate_parameter_block.C: Bi: N_L =4
463.32299|FAPI|p9_pstate_parameter_block.C: Bi: L_S =2
463.32301|FAPI|p9_pstate_parameter_block.C: Bi: S_L =2
463.32302|FAPI|p9_pstate_parameter_block.C: Bi: N_S =2
463.32303|FAPI|p9_pstate_parameter_block.C: Bi: N_L =4
463.32304|FAPI|p9_pstate_parameter_block.C: Bi: L_S =2
463.32305|FAPI|p9_pstate_parameter_block.C: Bi: S_L =2
463.32307|FAPI|p9_pstate_parameter_block.C: Bi: N_S =2
463.32308|FAPI|p9_pstate_parameter_block.C: Bi: N_L =4
463.32309|FAPI|p9_pstate_parameter_block.C: Bi: L_S =2
463.32310|FAPI|p9_pstate_parameter_block.C: Bi: S_L =2
463.32348|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes POWERSAVE_NOMINAL 0 TH_N 0 TH_P 0 PS_P 115 PS_N 66
463.32352|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes POWERSAVE_NOMINAL ff59 TH_N 2 TH_P 4 PS_P 115 PS_N 66
463.32357|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes POWERSAVE_NOMINAL ff59 TH_N 4 TH_P 6 PS_P 115 PS_N 66
463.32361|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes POWERSAVE_NOMINAL 0 TH_N 0 TH_P 0 PS_P 115 PS_N 66
463.32365|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes NOMINAL_TURBO     0 TH_N 0 TH_P 0 PS_P 66 PS_N 36
463.32370|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes NOMINAL_TURBO     0 TH_N 2 TH_P 2 PS_P 66 PS_N 36
463.32374|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes NOMINAL_TURBO     0 TH_N 4 TH_P 4 PS_P 66 PS_N 36
463.32379|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes NOMINAL_TURBO     0 TH_N 0 TH_P 0 PS_P 66 PS_N 36
463.32382|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes TURBO_ULTRA       0 TH_N 0 TH_P 0 PS_P 36 PS_N 0
463.32386|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes TURBO_ULTRA       0 TH_N 2 TH_P 2 PS_P 36 PS_N 0
463.32390|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes TURBO_ULTRA       0 TH_N 4 TH_P 4 PS_P 36 PS_N 0
463.32393|FAPI|p9_pstate_parameter_block.C: PsVDMThreshSlopes TURBO_ULTRA       0 TH_N 0 TH_P 0 PS_P 36 PS_N 0
463.32397|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes POWERSAVE_NOMINAL 0 N_S 2 N_L 2 L_S 115 S_N 66
463.32400|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes POWERSAVE_NOMINAL 0 N_S 4 N_L 4 L_S 115 S_N 66
463.32404|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes POWERSAVE_NOMINAL 0 N_S 2 N_L 2 L_S 115 S_N 66
463.32408|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes POWERSAVE_NOMINAL 0 N_S 2 N_L 2 L_S 115 S_N 66
463.32411|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes NOMINAL_TURBO     0 N_S 2 N_L 2 L_S 66 S_N 36
463.32416|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes NOMINAL_TURBO     0 N_S 4 N_L 4 L_S 66 S_N 36
463.32419|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes NOMINAL_TURBO     0 N_S 2 N_L 2 L_S 66 S_N 36
463.32423|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes NOMINAL_TURBO     0 N_S 2 N_L 2 L_S 66 S_N 36
463.32426|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes TURBO_ULTRA       0 N_S 2 N_L 2 L_S 36 S_N 0
463.32430|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes TURBO_ULTRA       0 N_S 4 N_L 4 L_S 36 S_N 0
463.32434|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes TURBO_ULTRA       0 N_S 2 N_L 2 L_S 36 S_N 0
463.32437|FAPI|p9_pstate_parameter_block.C: PsVDMJumpSlopes TURBO_ULTRA       0 N_S 2 N_L 2 L_S 36 S_N 0
463.32590|FAPI|p9_pstate_parameter_block.C: <<<<<<<< vdm_init
463.32592|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 3
463.32594|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 3
463.32595|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 15
463.32597|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 17
463.32598|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 18
463.32600|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 16
463.32601|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 14
463.32602|FAPI|p9_pstate_parameter_block.C: entered resclk_attr init 13
463.32606|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 0 l_resclk_freq_index 3 0 3800000 3800000
463.32611|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 1500 l_resclk_freq_index 3 1500000 3800000 3800000
463.32615|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 2000 l_resclk_freq_index 21 2000000 3800000 3800000
463.32619|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 3000 l_resclk_freq_index 23 3000000 3800000 3800000
463.32623|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 3400 l_resclk_freq_index 24 3400000 3800000 3800000
463.32627|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 3700 l_resclk_freq_index 22 3700000 3800000 3800000
463.32631|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 3900 l_resclk_freq_index 20 3900000 3800000 3800000
463.32635|FAPI|p9_pstate_parameter_block.C: l_resclk_freq_regions 4100 l_resclk_freq_index 19 4100000 3800000 3800000
463.32637|FAPI|p9_pstate_parameter_block.C: Resonant Clocks are enabled
463.32638|FAPI|p9_pstate_parameter_block.C: >>>>>>>> gppb_init
463.32641|FAPI|p9_pstate_parameter_block.C: Pstate Base Frequency 39FBC0 (3800000)
463.32645|FAPI|p9_pstate_parameter_block.C: Safe Mode Frequency 2152000 (0x20D640) kHz;  Voltage 667 (0x29B) mV
463.32647|FAPI|p9_pstate_parameter_block.C: Finished compute_PStateV_slope
463.32649|FAPI|p9_pstate_parameter_block.C: l_globalppb.dpll_pstate0_value E4 (228)
463.32651|FAPI|p9_pstate_parameter_block.C: good normal cores per sort 4 0x4
463.32653|FAPI|p9_pstate_parameter_block.C: WOV_VMIN_MV=667
463.32654|FAPI|p9_pstate_parameter_block.C: SafeVoltage=667
463.32655|FAPI|p9_pstate_parameter_block.C: <<<<<<<<<< gppb_init
463.32656|FAPI|p9_pstate_parameter_block.C: >>>>>>>> lppb_init
463.32692|FAPI|p9_pstate_parameter_block.C: l_localppb.dpll_pstate0_value  E4 (228)
463.32694|FAPI|p9_pstate_parameter_block.C: l_localppb.dpll_pstate0_value  E4 (228)
463.32696|FAPI|p9_pstate_parameter_block.C: <<<<<<<< lppb_init
